timestamp,panel_id,ruta_foto_actual,G,Tamb,V,I,P_real,severidad_visual,requiere_reemplazo
2026-07-13 15:00:00,PANEL_7,images\dron_leve.jpg,437.57609239962284,35.39073000818308,41.54960252714379,6.120829269975138,88.99840319075017,0.25,0
2026-07-13 15:00:01,PANEL_5,images\dron_sano.jpg,831.0544333470341,12.617534828874074,47.51855763459191,8.827098485602953,348.30795483082966,0.0,0
2026-07-13 15:00:02,PANEL_6,images\dron_sano.jpg,1044.158669468413,30.524445288831497,41.786450567812494,3.0494641365380217,133.05992403382646,0.0,0
2026-07-13 15:00:03,PANEL_3,images\dron_sano.jpg,1037.423164355091,26.0028867974394,45.75904650778113,7.762152770114458,368.3526571908278,0.0,0
2026-07-13 15:00:04,PANEL_9,images\dron_sano.jpg,1011.6641529399999,40.96896099223678,44.93435756986338,5.1322963842135945,233.39369652008432,0.0,0
2026-07-13 15:00:05,PANEL_7,images\dron_sano.jpg,924.8961838021232,17.200939605233163,38.256969721171856,4.275652614516437,151.09784966368417,0.0,0
2026-07-13 15:00:06,PANEL_4,images\dron_sano.jpg,690.0510158833581,28.40130838029839,34.957671288408434,9.787092394351909,236.15547732676572,0.0,0
2026-07-13 15:00:07,PANEL_8,images\dron_sano.jpg,690.6256950193678,40.835160730480474,45.512541578850424,8.231240770961666,258.9899637184004,0.0,0
2026-07-13 15:00:08,PANEL_5,images\dron_sano.jpg,1023.9414804481034,30.21102743060054,36.415986912360694,5.073914539928577,188.63260822878922,0.0,0
2026-07-13 15:00:09,PANEL_8,images\dron_sano.jpg,911.5960713411256,33.205720315428515,43.6641146886558,8.39889242680162,333.8997769091705,0.0,0
2026-07-13 15:00:10,PANEL_5,images\dron_critico.jpg,788.3077691264584,39.448790266313424,45.60061724463679,6.1461547189674235,70.62637031202826,0.85,1
2026-07-13 15:00:11,PANEL_8,images\dron_sano.jpg,743.4733407807953,20.241653789701925,40.97989481356322,5.680488123276529,172.83914037867137,0.0,0
2026-07-13 15:00:12,PANEL_3,images\dron_leve.jpg,720.9578981771222,35.12901539863683,39.90072954183025,6.659129805673958,153.12960560949938,0.25,0
2026-07-13 15:00:13,PANEL_3,images\dron_sano.jpg,777.3078084478352,21.4306794322898,40.13713105863525,9.352965317482651,291.7840207416639,0.0,0
2026-07-13 15:00:14,PANEL_7,images\dron_sano.jpg,704.8808184762548,18.091836742043082,47.08565712892769,7.192058265419752,238.91430105319907,0.0,0
